tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
16tr001i:LP-DIR-T9	16tr001i:LP-DIR-T	16tr001i		191.9	-11.0	0	0	0	0	9	873.0	0.005812	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	5.812e-08	6.507e-10	9.741e-10	1.853e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T10	16tr001i:LP-DIR-T	16tr001i		192.1	-12.0	0	0	0	0	10	888.0	0.005463	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	5.463e-08	6.307999999999999e-10	7.821e-10	2.149e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T11	16tr001i:LP-DIR-T	16tr001i		191.3	-12.2	0	0	0	0	11	903.0	0.005436	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	5.436e-08	5.623999999999999e-10	8.717000000000002e-10	1.72e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T12	16tr001i:LP-DIR-T	16tr001i		189.9	-11.5	0	0	0	0	12	913.0	0.00534	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	5.34e-08	5.436000000000001e-10	7.151e-10	1.816e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T13	16tr001i:LP-DIR-T	16tr001i		186.2	-12.8	0	0	0	0	13	923.0	0.005241	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	5.241e-08	4.358e-10	6.927999999999999e-10	1.612e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T14	16tr001i:LP-DIR-T	16tr001i		188.7	-13.6	0	0	0	0	14	930.0	0.005179	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	5.179e-08	5.429e-10	7.015e-10	1.8100000000000002e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T15	16tr001i:LP-DIR-T	16tr001i		184.1	-12.2	0	0	0	0	15	933.0	0.005147	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	5.147e-08	3.8110000000000006e-10	7.577000000000001e-10	1.4130000000000002e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T16	16tr001i:LP-DIR-T	16tr001i		184.5	-11.2	0	0	0	0	16	936.0	0.005229999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	5.2300000000000005e-08	5.244e-10	9.336e-10	1.336e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T17	16tr001i:LP-DIR-T	16tr001i		185.4	-12.7	0	0	0	0	17	939.0	0.005293	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	5.2929999999999985e-08	5.992000000000001e-10	8.794000000000002e-10	1.418e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T18	16tr001i:LP-DIR-T	16tr001i		185.9	-11.7	0	0	0	0	18	942.0	0.004494	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	4.494e-08	4.688e-10	7.857e-10	1.295e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T19	16tr001i:LP-DIR-T	16tr001i		183.2	-11.0	0	0	0	0	19	945.0	0.005048	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	5.048e-08	5.888e-10	7.887000000000001e-10	1.389e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T20	16tr001i:LP-DIR-T	16tr001i		182.8	-10.1	0	0	0	0	20	948.0	0.005157	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	5.157e-08	5.305e-10	7.975e-10	1.4230000000000002e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T21	16tr001i:LP-DIR-T	16tr001i		180.0	-13.5	0	0	0	0	21	951.0	0.004338	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	4.338e-08	6.629000000000001e-10	7.585999999999999e-10	1.179e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T22	16tr001i:LP-DIR-T	16tr001i		179.0	-15.0	0	0	0	0	22	954.0	0.003742	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	3.742e-08	5.112e-10	7.974e-10	9.619e-10	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T23	16tr001i:LP-DIR-T	16tr001i		180.4	-11.8	0	0	0	0	23	957.0	0.004364	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	4.364e-08	6.232000000000001e-10	8.925e-10	1.252e-09	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T24	16tr001i:LP-DIR-T	16tr001i		186.5	-12.9	0	0	0	0	24	960.0	0.00353	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	3.53e-08	4.386e-10	6.452999999999999e-10	9.555e-10	16tr001i	16tr001	unknown
16tr001i:LP-DIR-T25	16tr001i:LP-DIR-T	16tr001i		146.0	-8.2	0	0	0	0	25	963.0	0.001084	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	1.084e-08	4.777e-10	5.212e-10	2.498e-10	16tr001i	16tr001	unknown
16tr003a:LP-DIR-T1	16tr003a:LP-DIR-T	16tr003a		166.7	3.8	0	0	0	0	1	273.0	0.004917	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.917e-08	1.7730000000000002e-10	6.616e-10	1.5970000000000002e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T2	16tr003a:LP-DIR-T	16tr003a		158.2	0.2	0	0	0	0	2	353.0	0.004664	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	4.664e-08	1.5769999999999998e-10	5.259e-10	1.873e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T3	16tr003a:LP-DIR-T	16tr003a		156.0	0.6	0	0	0	0	3	473.0	0.0045780000000000005	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	4.578e-08	1.739e-10	5.599e-10	1.7480000000000004e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T4	16tr003a:LP-DIR-T	16tr003a		154.9	-1.2	0	0	0	0	4	573.0	0.004543999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	4.544e-08	1.782e-10	5.473e-10	1.516e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T5	16tr003a:LP-DIR-T	16tr003a		153.2	0.0	0	0	0	0	5	673.0	0.004415	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	4.415e-08	1.821e-10	5.185e-10	1.577e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T6	16tr003a:LP-DIR-T	16tr003a		152.7	-1.0	0	0	0	0	6	773.0	0.004285	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	4.285e-08	2.336e-10	3.933e-10	1.654e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T7	16tr003a:LP-DIR-T	16tr003a		150.0	-0.6	0	0	0	0	7	823.0	0.00413	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	4.13e-08	2.9760000000000004e-10	4.042e-10	1.6550000000000002e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T8	16tr003a:LP-DIR-T	16tr003a		142.7	-0.5	0	0	0	0	8	848.0	0.004035	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	4.035e-08	3.353e-10	4.005e-10	1.529e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T9	16tr003a:LP-DIR-T	16tr003a		138.6	0.1	0	0	0	0	9	873.0	0.003787	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	3.787e-08	4.0030000000000005e-10	3.274e-10	1.369e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T10	16tr003a:LP-DIR-T	16tr003a		137.1	-1.2	0	0	0	0	10	888.0	0.003692	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	3.692e-08	3.4560000000000003e-10	3.1600000000000005e-10	1.536e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T11	16tr003a:LP-DIR-T	16tr003a		135.6	0.6	0	0	0	0	11	903.0	0.003682	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	3.682e-08	3.889e-10	3.735e-10	1.247e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T12	16tr003a:LP-DIR-T	16tr003a		132.6	1.1	0	0	0	0	12	913.0	0.003777	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	3.777e-08	4.301e-10	4.002e-10	1.135e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T13	16tr003a:LP-DIR-T	16tr003a		129.2	2.6	0	0	0	0	13	923.0	0.003772	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	3.772e-08	4.62e-10	3.914e-10	1.119e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T14	16tr003a:LP-DIR-T	16tr003a		126.5	0.5	0	0	0	0	14	930.0	0.003821	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	3.821e-08	5.435e-10	4.247e-10	9.162e-10	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T15	16tr003a:LP-DIR-T	16tr003a		125.5	1.4	0	0	0	0	15	933.0	0.003828	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	3.828e-08	5.26e-10	4.15e-10	9.263e-10	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T16	16tr003a:LP-DIR-T	16tr003a		123.0	0.6	0	0	0	0	16	936.0	0.003616	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	3.616e-08	4.097e-10	3.034e-10	1.14e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T17	16tr003a:LP-DIR-T	16tr003a		123.9	0.1	0	0	0	0	17	939.0	0.00365	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	3.65e-08	5.291000000000001e-10	3.582e-10	1.192e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T18	16tr003a:LP-DIR-T	16tr003a		118.9	0.1	0	0	0	0	18	942.0	0.00359	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	3.59e-08	5.405e-10	2.853e-10	1.162e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T19	16tr003a:LP-DIR-T	16tr003a		118.0	-0.1	0	0	0	0	19	945.0	0.003737	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.737e-08	5.538999999999999e-10	3.195e-10	1.047e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T20	16tr003a:LP-DIR-T	16tr003a		116.2	-0.7	0	0	0	0	20	948.0	0.003756	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	3.756e-08	5.977999999999999e-10	3.064e-10	9.971e-10	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T21	16tr003a:LP-DIR-T	16tr003a		112.2	-0.1	0	0	0	0	21	951.0	0.003648	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	3.648e-08	5.983e-10	2.387e-10	1.171e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T22	16tr003a:LP-DIR-T	16tr003a		109.5	-0.5	0	0	0	0	22	954.0	0.003556	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	3.556e-08	5.855e-10	1.83e-10	1.131e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T23	16tr003a:LP-DIR-T	16tr003a		107.6	-1.0	0	0	0	0	23	957.0	0.003608	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	3.608e-08	6.606000000000001e-10	2.042e-10	1.15e-09	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T24	16tr003a:LP-DIR-T	16tr003a	5.9	112.1	-3.4	0	0	0	0	24	960.0	0.001925	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	23	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	1.6819999999999998e-08	3.327e-10	1.907e-10	5.34e-10	16tr003a	16tr003	unknown
16tr003a:LP-DIR-T25	16tr003a:LP-DIR-T	16tr003a		106.4	-6.5	0	0	0	0	25	963.0	0.0004152	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	4.152e-09	9.533e-11	6.629999999999999e-11	1.007e-10	16tr003a	16tr003	unknown
16tr003b:LP-DIR-T1	16tr003b:LP-DIR-T	16tr003b		204.8	26.5	0	0	0	0	1	273.0	0.006986	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	6.986e-08	1.687e-09	1.36e-09	1.609e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T2	16tr003b:LP-DIR-T	16tr003b		198.6	26.2	0	0	0	0	2	353.0	0.006495999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	6.496000000000001e-08	1.638e-09	1.584e-09	1.743e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T3	16tr003b:LP-DIR-T	16tr003b		199.4	26.8	0	0	0	0	3	473.0	0.006274	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	6.274e-08	1.691e-09	1.558e-09	1.739e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T4	16tr003b:LP-DIR-T	16tr003b		199.7	24.5	0	0	0	0	4	573.0	0.006261999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	6.262e-08	1.394e-09	1.525e-09	1.545e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T5	16tr003b:LP-DIR-T	16tr003b		199.6	26.7	0	0	0	0	5	673.0	0.006119	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	6.119e-08	1.469e-09	1.51e-09	1.542e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T6	16tr003b:LP-DIR-T	16tr003b		200.2	27.6	0	0	0	0	6	773.0	0.005908	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	5.908e-08	1.646e-09	1.628e-09	1.619e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T7	16tr003b:LP-DIR-T	16tr003b		200.5	29.9	0	0	0	0	7	823.0	0.005707	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	5.7070000000000014e-08	1.6320000000000002e-09	1.487e-09	1.375e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T8	16tr003b:LP-DIR-T	16tr003b		195.6	30.3	0	0	0	0	8	848.0	0.00556	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	5.56e-08	1.625e-09	1.244e-09	1.429e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T9	16tr003b:LP-DIR-T	16tr003b		193.0	30.0	0	0	0	0	9	873.0	0.005292	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	5.2920000000000007e-08	1.5060000000000002e-09	1.3900000000000002e-09	1.51e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T10	16tr003b:LP-DIR-T	16tr003b		195.2	30.7	0	0	0	0	10	888.0	0.005126	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	5.126e-08	1.659e-09	1.352e-09	1.474e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T11	16tr003b:LP-DIR-T	16tr003b		195.5	30.6	0	0	0	0	11	903.0	0.005116	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	5.116e-08	1.348e-09	1.2889999999999998e-09	1.233e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T12	16tr003b:LP-DIR-T	16tr003b		193.9	30.7	0	0	0	0	12	913.0	0.004978	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	4.978e-08	1.398e-09	1.23e-09	1.226e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T13	16tr003b:LP-DIR-T	16tr003b		192.1	30.8	0	0	0	0	13	923.0	0.004893	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	4.893e-08	1.307e-09	1.171e-09	1.166e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T14	16tr003b:LP-DIR-T	16tr003b		191.6	31.3	0	0	0	0	14	930.0	0.004825	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	4.825e-08	1.331e-09	1.167e-09	1.18e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T15	16tr003b:LP-DIR-T	16tr003b		192.0	31.7	0	0	0	0	15	933.0	0.004769	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	4.769e-08	1.095e-09	1.042e-09	9.62e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T16	16tr003b:LP-DIR-T	16tr003b		190.2	31.3	0	0	0	0	16	936.0	0.004675	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	4.675e-08	1.164e-09	1.196e-09	1.049e-09	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T17	16tr003b:LP-DIR-T	16tr003b		191.4	31.7	0	0	0	0	17	939.0	0.004708	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	4.708e-08	1.154e-09	1.167e-09	9.592e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T18	16tr003b:LP-DIR-T	16tr003b		190.8	32.0	0	0	0	0	18	942.0	0.004549	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	4.5489999999999986e-08	1.176e-09	1.104e-09	9.803e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T19	16tr003b:LP-DIR-T	16tr003b		189.0	32.9	0	0	0	0	19	945.0	0.004636	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	4.636e-08	1.091e-09	1.024e-09	8.989e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T20	16tr003b:LP-DIR-T	16tr003b		189.1	35.4	0	0	0	0	20	948.0	0.004515	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	4.515e-08	9.936e-10	9.536e-10	7.418e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T21	16tr003b:LP-DIR-T	16tr003b		188.1	32.4	0	0	0	0	21	951.0	0.003992	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	3.992e-08	1.064e-09	1.024e-09	9.09e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T22	16tr003b:LP-DIR-T	16tr003b		187.3	35.4	0	0	0	0	22	954.0	0.003805	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	3.805e-08	9.729e-10	1.029e-09	8.05e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T23	16tr003b:LP-DIR-T	16tr003b		191.4	35.3	0	0	0	0	23	957.0	0.0034460000000000003	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	3.446e-08	1.006e-09	9.408e-10	7.633999999999999e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T24	16tr003b:LP-DIR-T	16tr003b		184.0	35.0	0	0	0	0	24	960.0	0.001029	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	1.029e-08	3.3050000000000005e-10	2.954e-10	2.31e-10	16tr003b	16tr003	unknown
16tr003b:LP-DIR-T25	16tr003b:LP-DIR-T	16tr003b		130.1	24.3	0	0	0	0	25	963.0	0.0003778	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	3.778e-09	9.387e-11	9.812e-11	9.956e-11	16tr003b	16tr003	unknown
16tr003d:LP-DIR-T1	16tr003d:LP-DIR-T	16tr003d		198.5	22.2	0	0	0	0	1	273.0	0.004241	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.2410000000000014e-08	7.7e-10	7.804e-10	8.98e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T2	16tr003d:LP-DIR-T	16tr003d		192.1	22.0	0	0	0	0	2	353.0	0.003839	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	3.839e-08	7.397e-10	7.696e-10	9.477e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T3	16tr003d:LP-DIR-T	16tr003d		192.7	22.5	0	0	0	0	3	473.0	0.003619	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	3.619e-08	7.679e-10	7.732e-10	9.349e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T4	16tr003d:LP-DIR-T	16tr003d		191.1	22.2	0	0	0	0	4	573.0	0.003534	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	3.534e-08	6.08e-10	7.14e-10	7.779e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T5	16tr003d:LP-DIR-T	16tr003d		193.5	22.4	0	0	0	0	5	673.0	0.00336	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	3.36e-08	6.106e-10	7.113e-10	7.968e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T6	16tr003d:LP-DIR-T	16tr003d		192.3	23.5	0	0	0	0	6	773.0	0.003138	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	3.138e-08	7.052e-10	7.66e-10	8.653999999999998e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T7	16tr003d:LP-DIR-T	16tr003d		190.9	24.9	0	0	0	0	7	823.0	0.002921	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	2.921e-08	6.250999999999999e-10	6.495e-10	7.412000000000001e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T8	16tr003d:LP-DIR-T	16tr003d		185.0	26.1	0	0	0	0	8	848.0	0.002814	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	2.814e-08	7.743999999999999e-10	6.552000000000001e-10	7.449e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T9	16tr003d:LP-DIR-T	16tr003d		183.3	26.2	0	0	0	0	9	873.0	0.002605	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	2.605e-08	6.358999999999999e-10	6.252000000000001e-10	6.738e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T10	16tr003d:LP-DIR-T	16tr003d		183.4	25.7	0	0	0	0	10	888.0	0.002389	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	2.389e-08	5.747000000000001e-10	5.699e-10	6.283999999999999e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T11	16tr003d:LP-DIR-T	16tr003d		183.3	25.2	0	0	0	0	11	903.0	0.002193	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	2.193e-08	5.187000000000001e-10	5.71e-10	5.836e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T12	16tr003d:LP-DIR-T	16tr003d		178.7	25.6	0	0	0	0	12	913.0	0.002124	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	2.124e-08	4.334e-10	4.852e-10	4.746e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T13	16tr003d:LP-DIR-T	16tr003d		177.9	28.8	0	0	0	0	13	923.0	0.002054	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	2.0540000000000004e-08	4.388e-10	5.01e-10	4.285e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T14	16tr003d:LP-DIR-T	16tr003d		173.6	28.6	0	0	0	0	14	930.0	0.001994	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	1.994e-08	4.32e-10	5.091e-10	4.26e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T15	16tr003d:LP-DIR-T	16tr003d		170.6	28.8	0	0	0	0	15	933.0	0.001975	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	1.975e-08	4.138e-10	5.117e-10	3.897e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T16	16tr003d:LP-DIR-T	16tr003d		172.4	27.1	0	0	0	0	16	936.0	0.001964	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	1.964e-08	4.091e-10	5.606e-10	3.914e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T17	16tr003d:LP-DIR-T	16tr003d		174.8	27.0	0	0	0	0	17	939.0	0.00195	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	1.95e-08	4.900000000000001e-10	5.892000000000001e-10	4.199e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T18	16tr003d:LP-DIR-T	16tr003d		164.3	30.6	0	0	0	0	18	942.0	0.0017120000000000002	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.712e-08	4.312e-10	5.613999999999999e-10	3.2139999999999994e-10	16tr003d	16tr003	unknown
16tr003d:LP-DIR-T19	16tr003d:LP-DIR-T	16tr003d		169.0	27.5	0	0	0	0	19	945.0	0.0017760000000000005	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	1.776e-08	4.155e-10	5.287e-10	3.438e-10	16tr003d	16tr003	unknown
