tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-22 12:23:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T36	10.1	160.9	None	b	-1.6	3.53e-09	36	8	1.51e-10	1.0500000000000001e-10	6.18e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-22 21:36:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T37	11.2	190.2	None	b	9.7	3.2899999999999996e-09	37	8	2.01e-10	3.1399999999999995e-10	5.76e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 10:49:36	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T38	13.2	180.8	None	b	10.6	2.9600000000000005e-09	38	8	1.23e-10	2.81e-10	6.42e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 11:14:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T39	12.9	183.0	None	b	11.0	2.92e-09	39	8	1.31e-10	1.2e-10	6.55e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 19:19:19	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T40	13.7	146.9	None	b	-10.3	2.26e-09	40	8	1.79e-10	1.13e-10	5.39e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-25 09:19:37	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T41	15.2	139.7	None	b	-14.7	1.9100000000000002e-09	41	8	2.23e-10	9.940000000000001e-11	5.18e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-26 13:06:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T42	8.1	228.9	None	b	-11.9	3.8e-09	42	8	1.51e-10	1.0699999999999999e-10	5.21e-10	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-09-26 15:37:36	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T43	7.4	229.6	None	b	-13.3	3.71e-09	43	8	1.5800000000000002e-10	1.0500000000000001e-10	4.669999999999999e-10	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 13:14:23	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T44	11.8	199.0	None	b	-7.9	3.0599999999999998e-09	44	8	1.8000000000000002e-10	3.8199999999999997e-10	5.02e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 16:26:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T45	11.4	202.0	None	b	-7.1	3.12e-09	45	8	2.06e-10	3.07e-10	5.249999999999999e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 18:16:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T46	11.0	201.7	None	b	-7.5	3.13e-09	46	8	2.0799999999999998e-10	2.67e-10	5.21e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-10-02 13:21:13	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T47	5.7	230.5	None	b	-3.0	4.6799999999999996e-09	47	8	1.95e-10	1.19e-10	4.31e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR002-C	TR002	TR002-Ca	TR002-Ca:LP-DIR-T	hargrave 2017-10-03 16:15:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ca:LP-DIR-T48	5.1	157.9	None	b	3.0	3.7e-09	48	8	1.51e-10	1.53e-10	3.09e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-07-20 10:46:41	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T1	1.9	186.3	None	g	7.8	3.47e-08	1	8	4.63e-10	1e-09	5.13e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-07-21 12:32:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T2	2.2	183.9	None	g	6.0	3.33e-08	2	8	7.88e-10	1.21e-09	4.52e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-07-24 08:01:10	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T3	2.3	183.8	None	g	5.6	3.25e-08	3	8	9.06e-10	1.0800000000000002e-09	6.34e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-07-24 15:54:40	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T4	2.9	184.4	None	g	5.6	3.21e-08	4	8	1.09e-09	1.45e-09	5.66e-10	u	273	0	0	0.0	0.0	573.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-07-31 11:25:08	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T5	1.6	185.1	None	g	6.0	3.1299999999999996e-08	5	8	4.1799999999999995e-10	5.57e-10	6.610000000000001e-10	u	273	0	0	0.0	0.0	623.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-01 09:50:00	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T6	2.6	183.6	None	g	6.1	3.07e-08	6	8	4.73e-10	1.26e-09	5.66e-10	u	273	0	0	0.0	0.0	673.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-02 09:19:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T7	2.1	183.9	None	g	6.8	2.99e-08	7	8	4.86e-10	1.01e-09	4.87e-10	u	273	0	0	0.0	0.0	723.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-03 16:22:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T8	1.8	182.4	None	g	6.8	2.98e-08	8	8	1.3e-09	7.18e-10	5.59e-10	u	273	0	0	0.0	0.0	748.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-04 12:59:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T9	1.6	183.5	None	g	6.6	2.94e-08	9	8	1.5e-09	5.43e-10	5.59e-10	u	273	0	0	0.0	0.0	773.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-07 09:43:20	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T10	2.5	183.1	None	g	7.1	2.8199999999999998e-08	10	8	5.39e-10	9.37e-10	7.7e-10	u	273	0	0	0.0	0.0	798.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-08 08:55:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T11	1.7	184.2	None	g	7.6	2.75e-08	11	8	7.09e-10	5.66e-10	5.73e-10	u	273	0	0	0.0	0.0	823.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-09 08:55:28	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T12	1.6	182.4	None	g	7.7	2.73e-08	12	8	7.83e-10	5.78e-10	4.38e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-16 10:14:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T13	1.4	183.6	None	g	8.2	2.6800000000000002e-08	13	8	7.88e-10	3.4700000000000004e-10	5.7e-10	u	273	0	0	0.0	0.0	833.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-16 18:33:38	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T14	1.7	182.2	None	g	9.0	2.64e-08	14	8	7.96e-10	4.99e-10	5.820000000000001e-10	u	273	0	0	0.0	0.0	838.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-17 15:17:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T15	2.1	184.7	None	g	9.3	2.62e-08	15	8	7.649999999999999e-10	7.620000000000001e-10	5.98e-10	u	273	0	0	0.0	0.0	843.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-18 10:58:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T16	1.8	183.0	None	g	9.3	2.5899999999999997e-08	16	8	7.43e-10	6.01e-10	5.59e-10	u	273	0	0	0.0	0.0	848.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-21 08:14:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T17	1.7	183.5	None	g	9.4	2.5499999999999997e-08	17	8	7.3e-10	5.48e-10	5.29e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-21 17:03:35	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T18	1.6	182.5	None	g	9.7	2.46e-08	18	8	7.330000000000001e-10	4.38e-10	4.97e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-22 16:02:54	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T19	1.7	182.0	None	g	10.2	2.37e-08	19	8	7.27e-10	4.82e-10	4.689999999999999e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-23 15:03:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T20	1.8	181.0	None	g	10.1	2.3100000000000002e-08	20	8	6.97e-10	5.91e-10	4.1799999999999995e-10	u	273	0	0	0.0	0.0	903.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-24 11:44:39	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T21	1.9	181.6	None	g	11.1	2.2599999999999997e-08	21	8	6.859999999999999e-10	6.279999999999999e-10	4.2799999999999997e-10	u	273	0	0	0.0	0.0	913.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-25 08:05:27	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T22	2.2	177.3	None	g	11.7	2.11e-08	22	8	7.07e-10	7.08e-10	3.88e-10	u	273	0	0	0.0	0.0	918.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-29 10:53:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T23	2.1	179.4	None	g	11.3	2.1e-08	23	8	6.400000000000001e-10	5.69e-10	5.15e-10	u	273	0	0	0.0	0.0	923.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-08-29 19:39:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T24	1.8	175.9	None	g	12.0	1.89e-08	24	8	7.349999999999999e-10	4.58e-10	3.4e-10	u	273	0	0	0.0	0.0	928.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-01 20:49:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T25	2.2	182.2	None	g	13.7	1.31e-08	25	8	4.12e-10	4.3900000000000003e-10	2.25e-10	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-10 13:15:05	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T26	2.6	180.4	None	g	12.5	1.31e-08	26	8	2.06e-10	5.220000000000001e-10	3.3500000000000003e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-12 19:30:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T27	3.2	196.0	None	g	-5.0	5.18e-09	27	8	1.6000000000000002e-10	1.2399999999999999e-10	2.53e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-15 11:43:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T28	3.6	144.6	None	b	15.5	4.08e-09	28	8	1.32e-10	4.4799999999999997e-11	2.52e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-16 18:37:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T29	4.4	179.9	None	b	23.7	3.64e-09	29	8	1.01e-10	7.820000000000001e-11	2.86e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-19 11:14:01	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T30	4.9	181.7	None	b	24.9	3.53e-09	30	8	1.01e-10	1.56e-10	2.63e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-19 20:36:42	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T31	4.3	157.5	None	b	-26.0	3.08e-09	31	8	1.0399999999999999e-10	1.1400000000000001e-10	1.9e-10	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-22 21:38:23	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T32	6.2	175.4	None	b	-3.9	2.41e-09	32	8	9.429999999999999e-11	1.78e-10	1.9e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-24 10:51:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T33	7.1	173.2	None	b	-3.5	2.36e-09	33	8	1.03e-10	2.11e-10	1.99e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-24 11:15:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T34	5.1	176.1	None	b	-3.5	2.36e-09	34	8	9.46e-11	8.3e-11	1.96e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-24 19:20:54	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T35	6.2	168.4	None	b	-0.3	3.8200000000000005e-09	35	8	1.08e-10	3.46e-10	2.23e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-09-26 13:08:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T36	4.7	215.3	None	b	10.1	2.6300000000000002e-09	36	8	7.19e-11	9.150000000000001e-11	1.94e-10	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-10-01 13:15:56	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T37	7.9	219.5	None	b	-4.1	1.24e-09	37	8	1e-10	1.32e-10	1.03e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-10-01 16:27:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T38	6.8	219.0	None	b	-4.0	1.2800000000000001e-09	38	8	9.609999999999998e-11	1.11e-10	9.350000000000001e-11	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-10-02 13:22:47	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T39	4.5	213.1	None	b	-17.7	2.32e-09	39	8	9.909999999999999e-11	1.1599999999999999e-10	1.3000000000000002e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-10-03 16:16:40	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T40	8.3	133.1	None	b	-21.9	2.15e-09	40	8	9.290000000000001e-11	4.9500000000000004e-11	3.1800000000000004e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR002-D	TR002	TR002-Da	TR002-Da:LP-DIR-T	hargrave 2017-10-05 07:53:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Da:LP-DIR-T41	3.1	134.2	None	b	-17.4	2.04e-09	41	8	9.100000000000001e-11	5.0600000000000005e-11	8.21e-11	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-07-20 10:48:25	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T1	1.5	186.3	None	g	-0.7	2.7900000000000002e-08	1	8	6e-10	4.71e-10	5.42e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-07-21 12:34:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T2	3.5	187.0	None	g	-2.7	2.65e-08	2	8	4.65e-10	1.56e-09	5.47e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-07-24 08:02:33	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T3	5.1	186.2	None	g	-3.1	2.5899999999999997e-08	3	8	3.2399999999999997e-10	2.28e-09	5.71e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-07-24 15:56:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T4	3.8	186.4	None	g	-3.0	2.57e-08	4	8	4.2999999999999996e-10	1.6399999999999995e-09	5.83e-10	u	273	0	0	0.0	0.0	573.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-07-31 11:26:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T5	1.2	186.4	None	g	-2.8	2.5499999999999997e-08	5	8	7.489999999999999e-10	2.2700000000000002e-10	4.86e-10	u	273	0	0	0.0	0.0	623.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-01 09:51:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T6	2.0	184.8	None	g	-2.6	2.5e-08	6	8	7.570000000000001e-10	5.899999999999999e-10	6.34e-10	u	273	0	0	0.0	0.0	673.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-02 09:21:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T7	1.6	185.8	None	g	-1.8	2.4199999999999998e-08	7	8	8.48e-10	2.8e-10	6.22e-10	u	273	0	0	0.0	0.0	723.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-03 16:23:56	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T8	2.9	184.0	None	g	-1.4	2.3799999999999998e-08	8	8	4.24e-10	1.11e-09	4.76e-10	u	273	0	0	0.0	0.0	748.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-04 13:00:29	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T9	2.7	184.2	None	g	-1.2	2.36e-08	9	8	5.45e-10	1.02e-09	4.8e-10	u	273	0	0	0.0	0.0	773.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-07 09:45:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T10	1.6	182.7	None	g	-1.2	2.2999999999999998e-08	10	8	6.990000000000001e-10	5.42e-10	3.6400000000000004e-10	u	273	0	0	0.0	0.0	798.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-08 08:57:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T11	2.1	184.5	None	g	-0.1	2.23e-08	11	8	7.649999999999999e-10	6.660000000000001e-10	4.75e-10	u	273	0	0	0.0	0.0	823.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-09 08:57:09	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T12	1.9	181.7	None	g	-0.6	2.2200000000000004e-08	12	8	8.09e-10	6.370000000000001e-10	3.71e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-16 10:16:00	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T13	1.6	183.3	None	g	-0.8	2.18e-08	13	8	8.87e-10	3.4299999999999995e-10	4.959999999999999e-10	u	273	0	0	0.0	0.0	833.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-16 18:35:21	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T14	1.9	182.7	None	g	-0.8	2.16e-08	14	8	8.25e-10	5.08e-10	4.91e-10	u	273	0	0	0.0	0.0	838.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-17 15:18:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T15	1.6	181.8	None	g	-0.6	2.12e-08	15	8	8.76e-10	3.4099999999999996e-10	4.72e-10	u	273	0	0	0.0	0.0	843.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-18 10:59:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T16	2.3	183.8	None	g	-0.5	2.09e-08	16	8	8.42e-10	6.940000000000001e-10	4.99e-10	u	273	0	0	0.0	0.0	848.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-21 08:16:39	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T17	2.0	182.6	None	g	-0.3	2.0499999999999998e-08	17	8	8.22e-10	5.43e-10	4.84e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-21 17:05:20	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T18	2.2	183.1	None	g	0.0	1.95e-08	18	8	8.06e-10	5.49e-10	5.19e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-22 16:04:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T19	2.2	182.7	None	g	1.2	1.88e-08	19	8	8.210000000000001e-10	5.34e-10	4.7e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Hongzixi	TR002-E	TR002	TR002-Ea	TR002-Ea:LP-DIR-T	hargrave 2017-08-23 15:04:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR002-Ea:LP-DIR-T20	2.1	182.5	None	g	1.3	1.8e-08	20	8	8.47e-10	4.6199999999999996e-10	4.81e-10	u	273	0	0	0.0	0.0	903.0
