tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	measurement	sample	site	location
	This study		13.2	180.8	10.6	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 10:49:36	2.9600000000000005e-09	1.23e-10	2.81e-10	6.42e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	38	951.0	TR002-Ca:LP-DIR-T38	TR002-C	TR002	Hongzixi
	This study		12.9	183.0	11.0	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 11:14:14	2.92e-09	1.31e-10	1.2e-10	6.55e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	39	951.0	TR002-Ca:LP-DIR-T39	TR002-C	TR002	Hongzixi
	This study		13.7	146.9	-10.3	TR002-Ca:LP-DIR-T	hargrave 2017-09-24 19:19:19	2.26e-09	1.79e-10	1.13e-10	5.39e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	40	953.0	TR002-Ca:LP-DIR-T40	TR002-C	TR002	Hongzixi
	This study		15.2	139.7	-14.7	TR002-Ca:LP-DIR-T	hargrave 2017-09-25 09:19:37	1.9100000000000002e-09	2.23e-10	9.940000000000001e-11	5.18e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	41	953.0	TR002-Ca:LP-DIR-T41	TR002-C	TR002	Hongzixi
	This study		8.1	228.9	-11.9	TR002-Ca:LP-DIR-T	hargrave 2017-09-26 13:06:48	3.8e-09	1.51e-10	1.0699999999999999e-10	5.21e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	42	955.0	TR002-Ca:LP-DIR-T42	TR002-C	TR002	Hongzixi
	This study		7.4	229.6	-13.3	TR002-Ca:LP-DIR-T	hargrave 2017-09-26 15:37:36	3.71e-09	1.5800000000000002e-10	1.0500000000000001e-10	4.669999999999999e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	43	955.0	TR002-Ca:LP-DIR-T43	TR002-C	TR002	Hongzixi
	This study		11.8	199.0	-7.9	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 13:14:23	3.0599999999999998e-09	1.8000000000000002e-10	3.8199999999999997e-10	5.02e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	44	957.0	TR002-Ca:LP-DIR-T44	TR002-C	TR002	Hongzixi
	This study		11.4	202.0	-7.1	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 16:26:11	3.12e-09	2.06e-10	3.07e-10	5.249999999999999e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	45	957.0	TR002-Ca:LP-DIR-T45	TR002-C	TR002	Hongzixi
	This study		11.0	201.7	-7.5	TR002-Ca:LP-DIR-T	hargrave 2017-10-01 18:16:03	3.13e-09	2.0799999999999998e-10	2.67e-10	5.21e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	46	957.0	TR002-Ca:LP-DIR-T46	TR002-C	TR002	Hongzixi
	This study		5.7	230.5	-3.0	TR002-Ca:LP-DIR-T	hargrave 2017-10-02 13:21:13	4.6799999999999996e-09	1.95e-10	1.19e-10	4.31e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	47	959.0	TR002-Ca:LP-DIR-T47	TR002-C	TR002	Hongzixi
	This study		5.1	157.9	3.0	TR002-Ca:LP-DIR-T	hargrave 2017-10-03 16:15:07	3.7e-09	1.51e-10	1.53e-10	3.09e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Ca	u	0	0	0.0	0.0	48	961.0	TR002-Ca:LP-DIR-T48	TR002-C	TR002	Hongzixi
	This study		1.9	186.3	7.8	TR002-Da:LP-DIR-T	hargrave 2017-07-20 10:46:41	3.47e-08	4.63e-10	1e-09	5.13e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	1	273.0	TR002-Da:LP-DIR-T1	TR002-D	TR002	Hongzixi
	This study		2.2	183.9	6.0	TR002-Da:LP-DIR-T	hargrave 2017-07-21 12:32:48	3.33e-08	7.88e-10	1.21e-09	4.52e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	2	373.0	TR002-Da:LP-DIR-T2	TR002-D	TR002	Hongzixi
	This study		2.3	183.8	5.6	TR002-Da:LP-DIR-T	hargrave 2017-07-24 08:01:10	3.25e-08	9.06e-10	1.0800000000000002e-09	6.34e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	3	473.0	TR002-Da:LP-DIR-T3	TR002-D	TR002	Hongzixi
	This study		2.9	184.4	5.6	TR002-Da:LP-DIR-T	hargrave 2017-07-24 15:54:40	3.21e-08	1.09e-09	1.45e-09	5.66e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	4	573.0	TR002-Da:LP-DIR-T4	TR002-D	TR002	Hongzixi
	This study		1.6	185.1	6.0	TR002-Da:LP-DIR-T	hargrave 2017-07-31 11:25:08	3.1299999999999996e-08	4.1799999999999995e-10	5.57e-10	6.610000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	5	623.0	TR002-Da:LP-DIR-T5	TR002-D	TR002	Hongzixi
	This study		2.6	183.6	6.1	TR002-Da:LP-DIR-T	hargrave 2017-08-01 09:50:00	3.07e-08	4.73e-10	1.26e-09	5.66e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	6	673.0	TR002-Da:LP-DIR-T6	TR002-D	TR002	Hongzixi
	This study		2.1	183.9	6.8	TR002-Da:LP-DIR-T	hargrave 2017-08-02 09:19:22	2.99e-08	4.86e-10	1.01e-09	4.87e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	7	723.0	TR002-Da:LP-DIR-T7	TR002-D	TR002	Hongzixi
	This study		1.8	182.4	6.8	TR002-Da:LP-DIR-T	hargrave 2017-08-03 16:22:31	2.98e-08	1.3e-09	7.18e-10	5.59e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	8	748.0	TR002-Da:LP-DIR-T8	TR002-D	TR002	Hongzixi
	This study		1.6	183.5	6.6	TR002-Da:LP-DIR-T	hargrave 2017-08-04 12:59:04	2.94e-08	1.5e-09	5.43e-10	5.59e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	9	773.0	TR002-Da:LP-DIR-T9	TR002-D	TR002	Hongzixi
	This study		2.5	183.1	7.1	TR002-Da:LP-DIR-T	hargrave 2017-08-07 09:43:20	2.8199999999999998e-08	5.39e-10	9.37e-10	7.7e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	10	798.0	TR002-Da:LP-DIR-T10	TR002-D	TR002	Hongzixi
	This study		1.7	184.2	7.6	TR002-Da:LP-DIR-T	hargrave 2017-08-08 08:55:45	2.75e-08	7.09e-10	5.66e-10	5.73e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	11	823.0	TR002-Da:LP-DIR-T11	TR002-D	TR002	Hongzixi
	This study		1.6	182.4	7.7	TR002-Da:LP-DIR-T	hargrave 2017-08-09 08:55:28	2.73e-08	7.83e-10	5.78e-10	4.38e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	12	828.0	TR002-Da:LP-DIR-T12	TR002-D	TR002	Hongzixi
	This study		1.4	183.6	8.2	TR002-Da:LP-DIR-T	hargrave 2017-08-16 10:14:16	2.6800000000000002e-08	7.88e-10	3.4700000000000004e-10	5.7e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	13	833.0	TR002-Da:LP-DIR-T13	TR002-D	TR002	Hongzixi
	This study		1.7	182.2	9.0	TR002-Da:LP-DIR-T	hargrave 2017-08-16 18:33:38	2.64e-08	7.96e-10	4.99e-10	5.820000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	14	838.0	TR002-Da:LP-DIR-T14	TR002-D	TR002	Hongzixi
	This study		2.1	184.7	9.3	TR002-Da:LP-DIR-T	hargrave 2017-08-17 15:17:04	2.62e-08	7.649999999999999e-10	7.620000000000001e-10	5.98e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	15	843.0	TR002-Da:LP-DIR-T15	TR002-D	TR002	Hongzixi
	This study		1.8	183.0	9.3	TR002-Da:LP-DIR-T	hargrave 2017-08-18 10:58:07	2.5899999999999997e-08	7.43e-10	6.01e-10	5.59e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	16	848.0	TR002-Da:LP-DIR-T16	TR002-D	TR002	Hongzixi
	This study		1.7	183.5	9.4	TR002-Da:LP-DIR-T	hargrave 2017-08-21 08:14:55	2.5499999999999997e-08	7.3e-10	5.48e-10	5.29e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	17	853.0	TR002-Da:LP-DIR-T17	TR002-D	TR002	Hongzixi
	This study		1.6	182.5	9.7	TR002-Da:LP-DIR-T	hargrave 2017-08-21 17:03:35	2.46e-08	7.330000000000001e-10	4.38e-10	4.97e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	18	873.0	TR002-Da:LP-DIR-T18	TR002-D	TR002	Hongzixi
	This study		1.7	182.0	10.2	TR002-Da:LP-DIR-T	hargrave 2017-08-22 16:02:54	2.37e-08	7.27e-10	4.82e-10	4.689999999999999e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	19	893.0	TR002-Da:LP-DIR-T19	TR002-D	TR002	Hongzixi
	This study		1.8	181.0	10.1	TR002-Da:LP-DIR-T	hargrave 2017-08-23 15:03:07	2.3100000000000002e-08	6.97e-10	5.91e-10	4.1799999999999995e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	20	903.0	TR002-Da:LP-DIR-T20	TR002-D	TR002	Hongzixi
	This study		1.9	181.6	11.1	TR002-Da:LP-DIR-T	hargrave 2017-08-24 11:44:39	2.2599999999999997e-08	6.859999999999999e-10	6.279999999999999e-10	4.2799999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	21	913.0	TR002-Da:LP-DIR-T21	TR002-D	TR002	Hongzixi
	This study		2.2	177.3	11.7	TR002-Da:LP-DIR-T	hargrave 2017-08-25 08:05:27	2.11e-08	7.07e-10	7.08e-10	3.88e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	22	918.0	TR002-Da:LP-DIR-T22	TR002-D	TR002	Hongzixi
	This study		2.1	179.4	11.3	TR002-Da:LP-DIR-T	hargrave 2017-08-29 10:53:55	2.1e-08	6.400000000000001e-10	5.69e-10	5.15e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	23	923.0	TR002-Da:LP-DIR-T23	TR002-D	TR002	Hongzixi
	This study		1.8	175.9	12.0	TR002-Da:LP-DIR-T	hargrave 2017-08-29 19:39:48	1.89e-08	7.349999999999999e-10	4.58e-10	3.4e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	24	928.0	TR002-Da:LP-DIR-T24	TR002-D	TR002	Hongzixi
	This study		2.2	182.2	13.7	TR002-Da:LP-DIR-T	hargrave 2017-09-01 20:49:03	1.31e-08	4.12e-10	4.3900000000000003e-10	2.25e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	25	933.0	TR002-Da:LP-DIR-T25	TR002-D	TR002	Hongzixi
	This study		2.6	180.4	12.5	TR002-Da:LP-DIR-T	hargrave 2017-09-10 13:15:05	1.31e-08	2.06e-10	5.220000000000001e-10	3.3500000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	26	938.0	TR002-Da:LP-DIR-T26	TR002-D	TR002	Hongzixi
	This study		3.2	196.0	-5.0	TR002-Da:LP-DIR-T	hargrave 2017-09-12 19:30:52	5.18e-09	1.6000000000000002e-10	1.2399999999999999e-10	2.53e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	27	943.0	TR002-Da:LP-DIR-T27	TR002-D	TR002	Hongzixi
	This study		3.6	144.6	15.5	TR002-Da:LP-DIR-T	hargrave 2017-09-15 11:43:12	4.08e-09	1.32e-10	4.4799999999999997e-11	2.52e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	28	945.0	TR002-Da:LP-DIR-T28	TR002-D	TR002	Hongzixi
	This study		4.4	179.9	23.7	TR002-Da:LP-DIR-T	hargrave 2017-09-16 18:37:16	3.64e-09	1.01e-10	7.820000000000001e-11	2.86e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	29	947.0	TR002-Da:LP-DIR-T29	TR002-D	TR002	Hongzixi
	This study		4.9	181.7	24.9	TR002-Da:LP-DIR-T	hargrave 2017-09-19 11:14:01	3.53e-09	1.01e-10	1.56e-10	2.63e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	30	947.0	TR002-Da:LP-DIR-T30	TR002-D	TR002	Hongzixi
	This study		4.3	157.5	-26.0	TR002-Da:LP-DIR-T	hargrave 2017-09-19 20:36:42	3.08e-09	1.0399999999999999e-10	1.1400000000000001e-10	1.9e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	31	949.0	TR002-Da:LP-DIR-T31	TR002-D	TR002	Hongzixi
	This study		6.2	175.4	-3.9	TR002-Da:LP-DIR-T	hargrave 2017-09-22 21:38:23	2.41e-09	9.429999999999999e-11	1.78e-10	1.9e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	32	951.0	TR002-Da:LP-DIR-T32	TR002-D	TR002	Hongzixi
	This study		7.1	173.2	-3.5	TR002-Da:LP-DIR-T	hargrave 2017-09-24 10:51:11	2.36e-09	1.03e-10	2.11e-10	1.99e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	33	951.0	TR002-Da:LP-DIR-T33	TR002-D	TR002	Hongzixi
	This study		5.1	176.1	-3.5	TR002-Da:LP-DIR-T	hargrave 2017-09-24 11:15:49	2.36e-09	9.46e-11	8.3e-11	1.96e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	34	951.0	TR002-Da:LP-DIR-T34	TR002-D	TR002	Hongzixi
	This study		6.2	168.4	-0.3	TR002-Da:LP-DIR-T	hargrave 2017-09-24 19:20:54	3.8200000000000005e-09	1.08e-10	3.46e-10	2.23e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	35	953.0	TR002-Da:LP-DIR-T35	TR002-D	TR002	Hongzixi
	This study		4.7	215.3	10.1	TR002-Da:LP-DIR-T	hargrave 2017-09-26 13:08:22	2.6300000000000002e-09	7.19e-11	9.150000000000001e-11	1.94e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	36	955.0	TR002-Da:LP-DIR-T36	TR002-D	TR002	Hongzixi
	This study		7.9	219.5	-4.1	TR002-Da:LP-DIR-T	hargrave 2017-10-01 13:15:56	1.24e-09	1e-10	1.32e-10	1.03e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	37	957.0	TR002-Da:LP-DIR-T37	TR002-D	TR002	Hongzixi
	This study		6.8	219.0	-4.0	TR002-Da:LP-DIR-T	hargrave 2017-10-01 16:27:49	1.2800000000000001e-09	9.609999999999998e-11	1.11e-10	9.350000000000001e-11	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	38	957.0	TR002-Da:LP-DIR-T38	TR002-D	TR002	Hongzixi
	This study		4.5	213.1	-17.7	TR002-Da:LP-DIR-T	hargrave 2017-10-02 13:22:47	2.32e-09	9.909999999999999e-11	1.1599999999999999e-10	1.3000000000000002e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	39	959.0	TR002-Da:LP-DIR-T39	TR002-D	TR002	Hongzixi
	This study		8.3	133.1	-21.9	TR002-Da:LP-DIR-T	hargrave 2017-10-03 16:16:40	2.15e-09	9.290000000000001e-11	4.9500000000000004e-11	3.1800000000000004e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	40	961.0	TR002-Da:LP-DIR-T40	TR002-D	TR002	Hongzixi
	This study		3.1	134.2	-17.4	TR002-Da:LP-DIR-T	hargrave 2017-10-05 07:53:31	2.04e-09	9.100000000000001e-11	5.0600000000000005e-11	8.21e-11	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR002-Da	u	0	0	0.0	0.0	41	961.0	TR002-Da:LP-DIR-T41	TR002-D	TR002	Hongzixi
	This study		1.5	186.3	-0.7	TR002-Ea:LP-DIR-T	hargrave 2017-07-20 10:48:25	2.7900000000000002e-08	6e-10	4.71e-10	5.42e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	1	273.0	TR002-Ea:LP-DIR-T1	TR002-E	TR002	Hongzixi
	This study		3.5	187.0	-2.7	TR002-Ea:LP-DIR-T	hargrave 2017-07-21 12:34:12	2.65e-08	4.65e-10	1.56e-09	5.47e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	2	373.0	TR002-Ea:LP-DIR-T2	TR002-E	TR002	Hongzixi
	This study		5.1	186.2	-3.1	TR002-Ea:LP-DIR-T	hargrave 2017-07-24 08:02:33	2.5899999999999997e-08	3.2399999999999997e-10	2.28e-09	5.71e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	3	473.0	TR002-Ea:LP-DIR-T3	TR002-E	TR002	Hongzixi
	This study		3.8	186.4	-3.0	TR002-Ea:LP-DIR-T	hargrave 2017-07-24 15:56:04	2.57e-08	4.2999999999999996e-10	1.6399999999999995e-09	5.83e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	4	573.0	TR002-Ea:LP-DIR-T4	TR002-E	TR002	Hongzixi
	This study		1.2	186.4	-2.8	TR002-Ea:LP-DIR-T	hargrave 2017-07-31 11:26:57	2.5499999999999997e-08	7.489999999999999e-10	2.2700000000000002e-10	4.86e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	5	623.0	TR002-Ea:LP-DIR-T5	TR002-E	TR002	Hongzixi
	This study		2.0	184.8	-2.6	TR002-Ea:LP-DIR-T	hargrave 2017-08-01 09:51:48	2.5e-08	7.570000000000001e-10	5.899999999999999e-10	6.34e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	6	673.0	TR002-Ea:LP-DIR-T6	TR002-E	TR002	Hongzixi
	This study		1.6	185.8	-1.8	TR002-Ea:LP-DIR-T	hargrave 2017-08-02 09:21:07	2.4199999999999998e-08	8.48e-10	2.8e-10	6.22e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	7	723.0	TR002-Ea:LP-DIR-T7	TR002-E	TR002	Hongzixi
	This study		2.9	184.0	-1.4	TR002-Ea:LP-DIR-T	hargrave 2017-08-03 16:23:56	2.3799999999999998e-08	4.24e-10	1.11e-09	4.76e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	8	748.0	TR002-Ea:LP-DIR-T8	TR002-E	TR002	Hongzixi
	This study		2.7	184.2	-1.2	TR002-Ea:LP-DIR-T	hargrave 2017-08-04 13:00:29	2.36e-08	5.45e-10	1.02e-09	4.8e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	9	773.0	TR002-Ea:LP-DIR-T9	TR002-E	TR002	Hongzixi
	This study		1.6	182.7	-1.2	TR002-Ea:LP-DIR-T	hargrave 2017-08-07 09:45:04	2.2999999999999998e-08	6.990000000000001e-10	5.42e-10	3.6400000000000004e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	10	798.0	TR002-Ea:LP-DIR-T10	TR002-E	TR002	Hongzixi
	This study		2.1	184.5	-0.1	TR002-Ea:LP-DIR-T	hargrave 2017-08-08 08:57:31	2.23e-08	7.649999999999999e-10	6.660000000000001e-10	4.75e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	11	823.0	TR002-Ea:LP-DIR-T11	TR002-E	TR002	Hongzixi
	This study		1.9	181.7	-0.6	TR002-Ea:LP-DIR-T	hargrave 2017-08-09 08:57:09	2.2200000000000004e-08	8.09e-10	6.370000000000001e-10	3.71e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	12	828.0	TR002-Ea:LP-DIR-T12	TR002-E	TR002	Hongzixi
	This study		1.6	183.3	-0.8	TR002-Ea:LP-DIR-T	hargrave 2017-08-16 10:16:00	2.18e-08	8.87e-10	3.4299999999999995e-10	4.959999999999999e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	13	833.0	TR002-Ea:LP-DIR-T13	TR002-E	TR002	Hongzixi
	This study		1.9	182.7	-0.8	TR002-Ea:LP-DIR-T	hargrave 2017-08-16 18:35:21	2.16e-08	8.25e-10	5.08e-10	4.91e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	14	838.0	TR002-Ea:LP-DIR-T14	TR002-E	TR002	Hongzixi
	This study		1.6	181.8	-0.6	TR002-Ea:LP-DIR-T	hargrave 2017-08-17 15:18:48	2.12e-08	8.76e-10	3.4099999999999996e-10	4.72e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	15	843.0	TR002-Ea:LP-DIR-T15	TR002-E	TR002	Hongzixi
	This study		2.3	183.8	-0.5	TR002-Ea:LP-DIR-T	hargrave 2017-08-18 10:59:57	2.09e-08	8.42e-10	6.940000000000001e-10	4.99e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	16	848.0	TR002-Ea:LP-DIR-T16	TR002-E	TR002	Hongzixi
	This study		2.0	182.6	-0.3	TR002-Ea:LP-DIR-T	hargrave 2017-08-21 08:16:39	2.0499999999999998e-08	8.22e-10	5.43e-10	4.84e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	17	853.0	TR002-Ea:LP-DIR-T17	TR002-E	TR002	Hongzixi
	This study		2.2	183.1	0.0	TR002-Ea:LP-DIR-T	hargrave 2017-08-21 17:05:20	1.95e-08	8.06e-10	5.49e-10	5.19e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	18	873.0	TR002-Ea:LP-DIR-T18	TR002-E	TR002	Hongzixi
	This study		2.2	182.7	1.2	TR002-Ea:LP-DIR-T	hargrave 2017-08-22 16:04:43	1.88e-08	8.210000000000001e-10	5.34e-10	4.7e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	19	893.0	TR002-Ea:LP-DIR-T19	TR002-E	TR002	Hongzixi
	This study		2.1	182.5	1.3	TR002-Ea:LP-DIR-T	hargrave 2017-08-23 15:04:51	1.8e-08	8.47e-10	4.6199999999999996e-10	4.81e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	20	903.0	TR002-Ea:LP-DIR-T20	TR002-E	TR002	Hongzixi
	This study		2.2	183.9	2.6	TR002-Ea:LP-DIR-T	hargrave 2017-08-24 11:46:24	1.75e-08	7.240000000000001e-10	4.55e-10	4.979999999999999e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	21	913.0	TR002-Ea:LP-DIR-T21	TR002-E	TR002	Hongzixi
	This study		2.3	180.2	2.3	TR002-Ea:LP-DIR-T	hargrave 2017-08-25 08:07:11	1.66e-08	4.4100000000000003e-10	4.5e-10	5.01e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	22	918.0	TR002-Ea:LP-DIR-T22	TR002-E	TR002	Hongzixi
	This study		2.2	181.2	2.5	TR002-Ea:LP-DIR-T	hargrave 2017-08-29 10:55:44	1.6399999999999998e-08	4.78e-10	5.15e-10	3.42e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	23	923.0	TR002-Ea:LP-DIR-T23	TR002-E	TR002	Hongzixi
	This study		2.2	179.0	2.7	TR002-Ea:LP-DIR-T	hargrave 2017-08-29 19:41:31	1.58e-08	3.9699999999999997e-10	4.4299999999999997e-10	4.2500000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR002-Ea	u	0	0	0.0	0.0	24	928.0	TR002-Ea:LP-DIR-T24	TR002-E	TR002	Hongzixi
