tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				LT	354.7	28.3	2	11	100	47.6	7.3	823	273	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				HT	267.3	43.7	2	11	100	0.0	9.2	963	943	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-La	TR035-La:LP-DIR-T	TR035-L				LT	359.2	39.1	1	12	0	10.8	12.1	848	623	K		hargrave 2018-02-28 16:26:55	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-La	TR035-La:LP-DIR-T	TR035-L				LT	232.3	11.4	1	12	-1	10.8	12.1	848	623	K		hargrave 2018-02-28 16:26:55	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-La	TR035-La:LP-DIR-T	TR035-L				LT	1.0	19.9	1	12	100	10.8	12.1	848	623	K		hargrave 2018-02-28 16:26:55	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				LT	229.6	16.4	2	9	-1	36.0	15.0	823	473	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				HT	188.8	17.1	2	7	-1	0.0	19.5	951	933	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				LT	4.5	41.6	2	9	0	36.0	15.0	823	473	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				HT	29.1	79.5	2	7	0	0.0	19.5	951	933	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				LT	5.4	22.2	2	9	100	36.0	15.0	823	473	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-NNa	TR035-NNa:LP-DIR-T	TR035-NN				HT	16.5	60.4	2	7	100	0.0	19.5	951	933	K		hargrave 2018-02-28 17:05:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				HT	199.3	44.4	2	15	-1	0.0	14.4	963	938	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				LT	217.6	16.1	2	7	-1	35.3	10.9	823	623	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				HT	73.9	46.2	2	15	0	0.0	14.4	963	938	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				LT	24.8	51.1	2	7	0	35.3	10.9	823	623	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				HT	59.5	35.6	2	15	100	0.0	14.4	963	938	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Na	TR035-Na:LP-DIR-T	TR035-N				LT	20.8	32.1	2	7	100	35.3	10.9	823	623	K		hargrave 2018-02-28 16:29:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				HT	153.5	71.8	2	5	100	0.0	12.3	945	928	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				LT	8.6	30.3	2	8	100	76.5	8.9	773	373	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				LT	8.3	49.8	2	8	0	76.5	8.9	773	373	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				HT	143.7	8.8	2	5	-1	0.0	12.3	945	928	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				LT	220.7	17.9	2	8	-1	76.5	8.9	773	373	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-PPa	TR035-PPa:LP-DIR-T	TR035-PP				HT	171.1	54.2	2	5	0	0.0	12.3	945	928	K		hargrave 2018-02-28 17:06:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Pa	TR035-Pa:LP-DIR-T	TR035-P				LT	232.8	12.5	1	11	-1	65.3	4.3	823	273	K		hargrave 2018-02-28 16:31:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Pa	TR035-Pa:LP-DIR-T	TR035-P				LT	348.4	39.0	1	11	0	65.3	4.3	823	273	K		hargrave 2018-02-28 16:31:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Pa	TR035-Pa:LP-DIR-T	TR035-P				LT	352.1	20.5	1	11	100	65.3	4.3	823	273	K		hargrave 2018-02-28 16:31:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Qa		TR035-Q																								Luoman2	TR035
TR035-RRa	TR035-RRa:LP-DIR-T	TR035-RR		176.1	-18.9	HT	201.7	69.2	1	5	-1		23.0	945	928	K		hargrave 2018-02-28 17:08:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR035
TR035-RRa	TR035-RRa:LP-DIR-T	TR035-RR		232.7	65.5	HT	72.1	23.2	1	5	0		23.0	945	928	K		hargrave 2018-02-28 17:08:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR035
TR035-RRa	TR035-RRa:LP-DIR-T	TR035-RR		284.4	73.2	HT	66.5	13.4	1	5	100		23.0	945	928	K		hargrave 2018-02-28 17:08:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ra		TR035-R																								Luoman2	TR035
TR035-SSa	TR035-SSa:LP-DIR-T	TR035-SS				LT	217.1	11.4	1	11	-1	23.0	7.2	838	573	K		hargrave 2018-02-28 17:09:33	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-SSa	TR035-SSa:LP-DIR-T	TR035-SS				LT	10.6	46.5	1	11	0	23.0	7.2	838	573	K		hargrave 2018-02-28 17:09:33	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-SSa	TR035-SSa:LP-DIR-T	TR035-SS				LT	10.3	27.0	1	11	100	23.0	7.2	838	573	K		hargrave 2018-02-28 17:09:33	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Sa		TR035-S																								Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT		11.5	61.4	HT	139.5	18.6	2	9	100		30.3	945	903	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT				LT	12.0	35.8	2	12	0	28.6	13.4	828	273	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT		187.1	6.7	HT	85.5	59.8	2	9	-1		30.3	945	903	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT				LT	233.1	-3.0	2	12	-1	28.6	13.4	828	273	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT		16.1	80.8	HT	322.6	-5.5	2	9	0		30.3	945	903	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR035
TR035-TTa	TR035-TTa:LP-DIR-T	TR035-TT				LT	11.6	16.3	2	12	100	28.6	13.4	828	273	K		hargrave 2018-02-28 17:11:03	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ta	TR035-Ta:LP-DIR-T	TR035-T				LT	199.5	-34.6	1	3	-1	52.9	7.6	723	623	K		hargrave 2018-02-28 16:37:13	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ta	TR035-Ta:LP-DIR-T	TR035-T				LT	357.5	48.2	1	3	0	52.9	7.6	723	623	K		hargrave 2018-02-28 16:37:13	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ta	TR035-Ta:LP-DIR-T	TR035-T				LT	0.3	29.0	1	3	100	52.9	7.6	723	623	K		hargrave 2018-02-28 16:37:13	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				HT	200.5	16.9	2	11	-1	0.0	11.9	963	943	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				LT	227.8	-34.1	2	4	-1	54.9	6.1	748	623	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				HT	108.7	64.3	2	11	0	0.0	11.9	963	943	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				LT	26.2	33.1	2	4	0	54.9	6.1	748	623	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				HT	70.5	60.8	2	11	100	0.0	11.9	963	943	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ua	TR035-Ua:LP-DIR-T	TR035-U				LT	23.9	14.3	2	4	100	54.9	6.1	748	623	K		hargrave 2018-02-28 16:38:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Va		TR035-V																								Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				HT	30.2	35.5	2	15	100	0.0	27.8	963	928	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				LT	359.1	45.5	2	10	0	28.2	7.5	798	273	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				LT	1.4	26.3	2	10	100	28.2	7.5	798	273	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				HT	208.5	41.1	2	15	-1	0.0	27.8	963	928	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				LT	226.2	19.6	2	10	-1	28.2	7.5	798	273	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Wa	TR035-Wa:LP-DIR-T	TR035-W				HT	38.3	53.3	2	15	0	0.0	27.8	963	928	K		hargrave 2018-02-28 16:41:39	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Xa	TR035-Xa:LP-DIR-T	TR035-X				LT	235.1	1.5	1	11	-1	36.6	13.9	823	273	K		hargrave 2018-02-28 16:43:23	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Xa	TR035-Xa:LP-DIR-T	TR035-X				LT	348.1	17.0	1	11	100	36.6	13.9	823	273	K		hargrave 2018-02-28 16:43:23	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Xa	TR035-Xa:LP-DIR-T	TR035-X				LT	344.4	35.0	1	11	0	36.6	13.9	823	273	K		hargrave 2018-02-28 16:43:23	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ya	TR035-Ya:LP-DIR-T	TR035-Y				HT	71.5	80.3	1	7	100	0.0	4.4	963	951	K		hargrave 2018-02-28 16:46:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ya	TR035-Ya:LP-DIR-T	TR035-Y				HT	159.1	72.8	1	7	0	0.0	4.4	963	951	K		hargrave 2018-02-28 16:46:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ya	TR035-Ya:LP-DIR-T	TR035-Y				HT	163.2	9.3	1	7	-1	0.0	4.4	963	951	K		hargrave 2018-02-28 16:46:12	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Za	TR035-Za:LP-DIR-T	TR035-Z				HT	184.7	48.7	1	5	0	0.0	1.9	963	955	K		hargrave 2018-02-28 12:26:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Za	TR035-Za:LP-DIR-T	TR035-Z				HT	139.7	-4.2	1	5	-1	0.0	1.9	963	955	K		hargrave 2018-02-28 12:26:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Za	TR035-Za:LP-DIR-T	TR035-Z				HT	181.1	68.1	1	5	100	0.0	1.9	963	955	K		hargrave 2018-02-28 12:26:57	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR036-Aa	TR036-Aa:LP-DIR-T	TR036-A				LT	165.2	-32.3	1	6	-1	31.9	12.4	833	748	K		hargrave 2018-02-14 17:10:09	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Aa	TR036-Aa:LP-DIR-T	TR036-A				LT	24.4	54.8	1	6	0	31.9	12.4	833	748	K		hargrave 2018-02-14 17:10:09	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Aa	TR036-Aa:LP-DIR-T	TR036-A				LT	335.7	-1.2	1	6	100	31.9	12.4	833	748	K		hargrave 2018-02-14 17:10:09	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ba	TR036-Ba:LP-DIR-T	TR036-B				LT	339.2	-7.1	1	4	100	11.9	3.6	573	273	K		hargrave 2018-02-14 17:13:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ba	TR036-Ba:LP-DIR-T	TR036-B				LT	15.8	50.2	1	4	0	11.9	3.6	573	273	K		hargrave 2018-02-14 17:13:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ba	TR036-Ba:LP-DIR-T	TR036-B				LT	168.7	10.4	1	4	-1	11.9	3.6	573	273	K		hargrave 2018-02-14 17:13:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ca	TR036-Ca:LP-DIR-T	TR036-C				HT	223.2	-29.6	1	8	-1	0.0	13.5	961	947	K		hargrave 2018-02-14 17:16:29	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR036
TR036-Ca	TR036-Ca:LP-DIR-T	TR036-C				HT	26.8	33.4	1	8	100	0.0	13.5	961	947	K		hargrave 2018-02-14 17:16:29	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ca	TR036-Ca:LP-DIR-T	TR036-C				HT	64.0	4.9	1	8	0	0.0	13.5	961	947	K		hargrave 2018-02-14 17:16:29	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR036
TR036-Da	TR036-Da:LP-DIR-T	TR036-D				LT	10.7	30.9	1	5	0	11.4	6.4	798	673	K		hargrave 2018-02-14 17:19:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Da	TR036-Da:LP-DIR-T	TR036-D				LT	157.8	-19.2	1	5	-1	11.4	6.4	798	673	K		hargrave 2018-02-14 17:19:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Da	TR036-Da:LP-DIR-T	TR036-D				LT	357.5	-15.4	1	5	100	11.4	6.4	798	673	K		hargrave 2018-02-14 17:19:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E				LT	342.2	-47.3	2	6	100	39.5	12.9	673	273	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E				LT	134.0	-6.9	2	6	-1	39.5	12.9	673	273	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E		175.3	-40.2	HT	59.3	-27.4	2	27	-1		29.2	955	723	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E				LT	331.3	28.0	2	6	0	39.5	12.9	673	273	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E		10.9	22.9	HT	301.5	-39.8	2	27	0		29.2	955	723	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ea	TR036-Ea:LP-DIR-T	TR036-E		5.6	-16.9	HT	119.6	-53.2	2	27	100		29.2	955	723	K		hargrave 2018-02-14 17:21:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ga	TR036-Ga:LP-DIR-T	TR036-G				LT	184.3	15.1	1	6	-1	9.5	9.4	823	673	K		hargrave 2018-02-14 17:24:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ga	TR036-Ga:LP-DIR-T	TR036-G				LT	18.0	43.0	1	6	0	9.5	9.4	823	673	K		hargrave 2018-02-14 17:24:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ga	TR036-Ga:LP-DIR-T	TR036-G				LT	346.7	-7.2	1	6	100	9.5	9.4	823	673	K		hargrave 2018-02-14 17:24:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ha	TR036-Ha:LP-DIR-T	TR036-H				LT	14.3	34.7	1	5	0	24.2	12.8	623	273	K		hargrave 2018-02-14 17:26:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ha	TR036-Ha:LP-DIR-T	TR036-H				LT	172.2	-32.8	1	5	-1	24.2	12.8	623	273	K		hargrave 2018-02-14 17:26:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ha	TR036-Ha:LP-DIR-T	TR036-H				LT	354.4	-11.6	1	5	100	24.2	12.8	623	273	K		hargrave 2018-02-14 17:26:06	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ia	TR036-Ia:LP-DIR-T	TR036-I				LT	173.3	-27.6	1	12	-1	11.4	13.9	828	273	K		hargrave 2018-02-14 17:28:49	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ia	TR036-Ia:LP-DIR-T	TR036-I				LT	9.5	29.1	1	12	0	11.4	13.9	828	273	K		hargrave 2018-02-14 17:28:49	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ia	TR036-Ia:LP-DIR-T	TR036-I				LT	359.1	-16.8	1	12	100	11.4	13.9	828	273	K		hargrave 2018-02-14 17:28:49	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ja	TR036-Ja:LP-DIR-T	TR036-J				LT	161.3	-11.3	1	3	-1	14.7	7.0	473	273	K		hargrave 2018-02-14 17:32:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
TR036-Ja	TR036-Ja:LP-DIR-T	TR036-J				LT	356.9	48.5	1	3	0	14.7	7.0	473	273	K		hargrave 2018-02-14 17:32:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ja	TR036-Ja:LP-DIR-T	TR036-J				LT	336.4	-19.2	1	3	100	14.7	7.0	473	273	K		hargrave 2018-02-14 17:32:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K				LT	335.4	-15.6	2	3	100	13.6	5.5	473	273	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K		347.7	-22.3	HT	74.1	8.7	2	11	100		10.2	893	773	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR036
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K				LT	1.3	51.0	2	3	0	13.6	5.5	473	273	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR036
TR036-Ka	TR036-Ka:LP-DIR-T	TR036-K				LT	167.2	-13.0	2	3	-1	13.6	5.5	473	273	K		hargrave 2018-02-14 17:33:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR036
