tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_moment	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR035-Aa:LP-DIR-T37	TR035-Aa:LP-DIR-T	TR035-Aa	10.9	171.9	1.4	0	0	0.0	0.0	37	961.0	1.43e-08	This study	hargrave 2018-02-26 14:08:25	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-3.16.0	6.43e-10	1.13e-09	2.49e-09	TR035-A	TR035	Luoman2
TR035-Aa:LP-DIR-T38	TR035-Aa:LP-DIR-T	TR035-Aa	11.9	210.1	-4.3	0	0	0.0	0.0	38	963.0	1.6799999999999998e-08	This study	hargrave 2018-02-28 11:50:42	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-3.16.0	9.63e-10	8.64e-10	3.410000000000001e-09	TR035-A	TR035	Luoman2
TR035-Aa:LP-DIR-T39	TR035-Aa:LP-DIR-T	TR035-Aa	9.3	208.6	-8.6	0	0	0.0	0.0	39	963.0	1.6799999999999998e-08	This study	hargrave 2018-02-28 16:12:35	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-3.16.0	7.21e-10	8.73e-10	2.6100000000000003e-09	TR035-A	TR035	Luoman2
TR035-BBa:LP-DIR-T1	TR035-BBa:LP-DIR-T	TR035-BBa	3.8	208.8	-1.6	0	0	0.0	0.0	1	273.0	3.06e-08	This study	hargrave 2017-10-13 20:10:11	LT-NO:LP-DIR-T	g	78	u	8	273			pmagpy-3.16.0	9.73e-10	1.72e-09	6.31e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T2	TR035-BBa:LP-DIR-T	TR035-BBa	2.7	209.1	-1.3	0	0	0.0	0.0	2	373.0	2.94e-08	This study	hargrave 2017-10-15 20:10:37	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-3.16.0	7.059999999999999e-10	1.18e-09	5.55e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T3	TR035-BBa:LP-DIR-T	TR035-BBa	2.5	209.5	-1.4	0	0	0.0	0.0	3	473.0	2.88e-08	This study	hargrave 2017-10-16 14:16:54	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-3.16.0	6.26e-10	1e-09	5.3e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T4	TR035-BBa:LP-DIR-T	TR035-BBa	3.7	210.3	-1.4	0	0	0.0	0.0	4	573.0	2.78e-08	This study	hargrave 2017-10-17 11:06:31	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-3.16.0	9.15e-10	1.54e-09	4.97e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T5	TR035-BBa:LP-DIR-T	TR035-BBa	1.2	209.0	-1.0	0	0	0.0	0.0	5	623.0	2.74e-08	This study	hargrave 2017-10-18 09:13:17	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-3.16.0	3.34e-10	4.28e-10	4.57e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T6	TR035-BBa:LP-DIR-T	TR035-BBa	1.4	208.6	-0.3	0	0	0.0	0.0	6	673.0	2.65e-08	This study	hargrave 2017-10-20 16:50:57	LT-T-Z:LP-DIR-T	g	83	u	8	273			pmagpy-3.16.0	3.11e-10	5.599999999999999e-10	3.76e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T7	TR035-BBa:LP-DIR-T	TR035-BBa	2.7	209.4	0.6	0	0	0.0	0.0	7	723.0	2.54e-08	This study	hargrave 2017-10-23 11:28:31	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-3.16.0	5.530000000000001e-10	9.77e-10	5.41e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T8	TR035-BBa:LP-DIR-T	TR035-BBa	1.9	207.1	0.5	0	0	0.0	0.0	8	748.0	2.5e-08	This study	hargrave 2017-10-24 08:53:48	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-3.16.0	4.03e-10	7.43e-10	3.06e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T9	TR035-BBa:LP-DIR-T	TR035-BBa	1.6	207.7	0.7	0	0	0.0	0.0	9	773.0	2.45e-08	This study	hargrave 2017-10-25 08:32:53	LT-T-Z:LP-DIR-T	g	86	u	8	273			pmagpy-3.16.0	3.42e-10	5.77e-10	3.29e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T10	TR035-BBa:LP-DIR-T	TR035-BBa	2.0	208.6	1.0	0	0	0.0	0.0	10	798.0	2.38e-08	This study	hargrave 2017-10-26 19:00:11	LT-T-Z:LP-DIR-T	g	87	u	8	273			pmagpy-3.16.0	4.18e-10	7.349999999999999e-10	3.01e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T11	TR035-BBa:LP-DIR-T	TR035-BBa	2.2	208.9	1.3	0	0	0.0	0.0	11	823.0	2.32e-08	This study	hargrave 2017-10-27 16:55:30	LT-T-Z:LP-DIR-T	g	88	u	8	273			pmagpy-3.16.0	4.32e-10	7.630000000000001e-10	2.86e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T12	TR035-BBa:LP-DIR-T	TR035-BBa	3.1	208.4	1.9	0	0	0.0	0.0	12	828.0	2.28e-08	This study	hargrave 2017-10-28 19:25:33	LT-T-Z:LP-DIR-T	g	89	u	8	273			pmagpy-3.16.0	7.54e-10	1.05e-09	4.23e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T13	TR035-BBa:LP-DIR-T	TR035-BBa	2.5	206.8	1.6	0	0	0.0	0.0	13	833.0	2.2e-08	This study	hargrave 2017-11-03 15:04:46	LT-T-Z:LP-DIR-T	g	90	u	8	273			pmagpy-3.16.0	4.24e-10	7.12e-10	5.539999999999999e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T14	TR035-BBa:LP-DIR-T	TR035-BBa	5.2	206.5	1.5	0	0	0.0	0.0	14	838.0	2.17e-08	This study	hargrave 2017-11-05 13:57:44	LT-T-Z:LP-DIR-T	g	91	u	8	273			pmagpy-3.16.0	8.780000000000002e-10	1.6899999999999995e-09	5.74e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T15	TR035-BBa:LP-DIR-T	TR035-BBa	2.7	206.8	1.7	0	0	0.0	0.0	15	843.0	2.16e-08	This study	hargrave 2017-11-09 11:31:03	LT-T-Z:LP-DIR-T	g	92	u	8	273			pmagpy-3.16.0	4.8e-10	7.79e-10	5.220000000000001e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T16	TR035-BBa:LP-DIR-T	TR035-BBa	2.1	205.9	2.1	0	0	0.0	0.0	16	848.0	2.14e-08	This study	hargrave 2017-11-09 20:21:46	LT-T-Z:LP-DIR-T	g	93	u	8	273			pmagpy-3.16.0	4.0999999999999993e-10	5.41e-10	5.36e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T17	TR035-BBa:LP-DIR-T	TR035-BBa	2.1	207.4	1.7	0	0	0.0	0.0	17	853.0	2.11e-08	This study	hargrave 2017-11-14 16:08:13	LT-T-Z:LP-DIR-T	g	94	u	8	273			pmagpy-3.16.0	3.32e-10	4.34e-10	6.04e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T18	TR035-BBa:LP-DIR-T	TR035-BBa	4.2	205.7	2.8	0	0	0.0	0.0	18	873.0	2.08e-08	This study	hargrave 2017-11-17 15:21:04	LT-T-Z:LP-DIR-T	g	95	u	8	273			pmagpy-3.16.0	7.17e-10	1.36e-09	2.73e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T19	TR035-BBa:LP-DIR-T	TR035-BBa	6.8	207.4	2.2	0	0	0.0	0.0	19	893.0	1.94e-08	This study	hargrave 2017-11-19 14:38:58	LT-T-Z:LP-DIR-T	g	96	u	8	273			pmagpy-3.16.0	1.21e-09	1.95e-09	3.71e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T20	TR035-BBa:LP-DIR-T	TR035-BBa	2.4	204.4	3.3	0	0	0.0	0.0	20	903.0	1.83e-08	This study	hargrave 2017-11-21 13:51:52	LT-T-Z:LP-DIR-T	g	97	u	8	273			pmagpy-3.16.0	5.16e-10	6.110000000000001e-10	3.68e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T21	TR035-BBa:LP-DIR-T	TR035-BBa	2.8	203.2	4.2	0	0	0.0	0.0	21	913.0	1.75e-08	This study	hargrave 2017-11-27 13:09:16	LT-T-Z:LP-DIR-T	g	98	u	8	273			pmagpy-3.16.0	4.99e-10	8.38e-10	2.94e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T22	TR035-BBa:LP-DIR-T	TR035-BBa	3.3	200.1	5.1	0	0	0.0	0.0	22	918.0	1.74e-08	This study	hargrave 2017-11-28 12:04:12	LT-T-Z:LP-DIR-T	g	99	u	8	273			pmagpy-3.16.0	6.35e-10	8.160000000000001e-10	4e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T23	TR035-BBa:LP-DIR-T	TR035-BBa	3.9	208.2	4.7	0	0	0.0	0.0	23	923.0	1.79e-08	This study	hargrave 2017-12-08 17:47:17	LT-T-Z:LP-DIR-T	g	100	u	8	273			pmagpy-3.16.0	8.559999999999998e-10	6.479999999999999e-10	7.979999999999999e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T24	TR035-BBa:LP-DIR-T	TR035-BBa	2.7	193.8	5.8	0	0	0.0	0.0	24	928.0	1.79e-08	This study	hargrave 2017-12-11 18:30:07	LT-T-Z:LP-DIR-T	g	101	u	8	273			pmagpy-3.16.0	3.44e-09	4.34e-10	6.42e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T25	TR035-BBa:LP-DIR-T	TR035-BBa	3.0	208.2	2.6	0	0	0.0	0.0	25	933.0	1.69e-08	This study	hargrave 2017-12-12 19:07:57	LT-T-Z:LP-DIR-T	g	102	u	8	273			pmagpy-3.16.0	5.52e-10	3.88e-10	7.76e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T26	TR035-BBa:LP-DIR-T	TR035-BBa	3.1	213.1	8.4	0	0	0.0	0.0	26	938.0	1.41e-08	This study	hargrave 2018-01-08 17:44:27	LT-T-Z:LP-DIR-T	g	103	u	8	273			pmagpy-3.16.0	3.1e-10	5.03e-10	6.21e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T27	TR035-BBa:LP-DIR-T	TR035-BBa	4.0	206.1	3.2	0	0	0.0	0.0	27	943.0	1.7e-08	This study	hargrave 2018-01-11 09:49:00	LT-T-Z:LP-DIR-T	g	104	u	8	273			pmagpy-3.16.0	6.58e-10	6.34e-10	9.82e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T28	TR035-BBa:LP-DIR-T	TR035-BBa	4.7	199.5	8.9	0	0	0.0	0.0	28	945.0	1.57e-08	This study	hargrave 2018-01-12 09:44:52	LT-T-Z:LP-DIR-T	g	105	u	8	273			pmagpy-3.16.0	9.41e-10	7.47e-10	9.95e-10	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T29	TR035-BBa:LP-DIR-T	TR035-BBa	4.5	186.5	7.9	0	0	0.0	0.0	29	947.0	1.45e-08	This study	hargrave 2018-01-16 16:53:34	LT-T-Z:LP-DIR-T	g	106	u	8	273			pmagpy-3.16.0	3.99e-10	4.56e-10	1.0800000000000002e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T30	TR035-BBa:LP-DIR-T	TR035-BBa	6.9	168.2	17.6	0	0	0.0	0.0	30	949.0	1.22e-08	This study	hargrave 2018-01-17 16:52:04	LT-T-Z:LP-DIR-T	g	107	u	8	273			pmagpy-3.16.0	5.06e-10	1.06e-09	1.16e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T31	TR035-BBa:LP-DIR-T	TR035-BBa	7.3	226.8	1.7	0	0	0.0	0.0	31	951.0	1.7e-08	This study	hargrave 2018-01-24 13:46:09	LT-T-Z:LP-DIR-T	g	108	u	8	273			pmagpy-3.16.0	1.17e-09	1.3300000000000002e-09	1.32e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T32	TR035-BBa:LP-DIR-T	TR035-BBa	6.2	223.3	2.5	0	0	0.0	0.0	32	951.0	1.6799999999999998e-08	This study	hargrave 2018-01-24 15:40:09	LT-T-Z:LP-DIR-T	g	109	u	8	273			pmagpy-3.16.0	6.29e-10	7.190000000000001e-10	1.6399999999999995e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T33	TR035-BBa:LP-DIR-T	TR035-BBa	8.0	152.8	8.8	0	0	0.0	0.0	33	953.0	9.16e-09	This study	hargrave 2018-01-27 10:27:14	LT-T-Z:LP-DIR-T	g	110	u	8	273			pmagpy-3.16.0	6.72e-10	7.5e-10	1.25e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T34	TR035-BBa:LP-DIR-T	TR035-BBa	5.0	236.5	8.5	0	0	0.0	0.0	34	955.0	1.55e-08	This study	hargrave 2018-01-31 18:06:25	LT-T-Z:LP-DIR-T	g	111	u	8	273			pmagpy-3.16.0	3.59e-10	6.73e-10	1.29e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T35	TR035-BBa:LP-DIR-T	TR035-BBa	9.7	234.8	11.4	0	0	0.0	0.0	35	957.0	1.02e-08	This study	hargrave 2018-02-05 20:38:22	LT-T-Z:LP-DIR-T	g	112	u	8	273			pmagpy-3.16.0	7.22e-10	8.96e-10	1.4300000000000002e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T36	TR035-BBa:LP-DIR-T	TR035-BBa	10.9	239.9	13.4	0	0	0.0	0.0	36	957.0	9.83e-09	This study	hargrave 2018-02-06 12:51:33	LT-T-Z:LP-DIR-T	g	113	u	8	273			pmagpy-3.16.0	6.370000000000001e-10	1.11e-09	1.52e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T37	TR035-BBa:LP-DIR-T	TR035-BBa	10.9	240.0	13.5	0	0	0.0	0.0	37	957.0	9.7e-09	This study	hargrave 2018-02-06 16:03:59	LT-T-Z:LP-DIR-T	g	114	u	8	273			pmagpy-3.16.0	6.69e-10	9.99e-10	1.52e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T38	TR035-BBa:LP-DIR-T	TR035-BBa	6.2	241.7	-0.7	0	0	0.0	0.0	38	959.0	1.46e-08	This study	hargrave 2018-02-12 11:27:47	LT-T-Z:LP-DIR-T	g	115	u	8	273			pmagpy-3.16.0	3.23e-10	8.09e-10	1.4800000000000005e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T39	TR035-BBa:LP-DIR-T	TR035-BBa	16.7	112.4	26.2	0	0	0.0	0.0	39	961.0	4.79e-09	This study	hargrave 2018-02-26 11:46:30	LT-T-Z:LP-DIR-T	g	116	u	8	273			pmagpy-3.16.0	4.41e-10	8.06e-10	1.59e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T40	TR035-BBa:LP-DIR-T	TR035-BBa	29.5	104.1	23.5	0	0	0.0	0.0	40	961.0	5.2900000000000006e-09	This study	hargrave 2018-02-26 14:33:21	LT-T-Z:LP-DIR-T	g	117	u	8	273			pmagpy-3.16.0	7.96e-10	1.58e-09	3.03e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T41	TR035-BBa:LP-DIR-T	TR035-BBa	23.8	216.6	9.3	0	0	0.0	0.0	41	963.0	9.2e-09	This study	hargrave 2018-02-28 12:29:46	LT-T-Z:LP-DIR-T	g	118	u	8	273			pmagpy-3.16.0	6.569999999999999e-10	2.27e-09	3.42e-09	TR035-BB	TR035	Luoman2
TR035-BBa:LP-DIR-T42	TR035-BBa:LP-DIR-T	TR035-BBa	23.3	216.7	6.1	0	0	0.0	0.0	42	963.0	8.54e-09	This study	hargrave 2018-02-28 16:49:03	LT-T-Z:LP-DIR-T	g	119	u	8	273			pmagpy-3.16.0	7.13e-10	2.21e-09	3.08e-09	TR035-BB	TR035	Luoman2
TR035-Ba:LP-DIR-T1	TR035-Ba:LP-DIR-T	TR035-Ba	5.3	233.8	-1.2	0	0	0.0	0.0	1	273.0	1.28e-08	This study	hargrave 2017-10-13 19:26:14	LT-NO:LP-DIR-T	g	120	u	8	273			pmagpy-3.16.0	9.91e-10	7.04e-10	2.01e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T2	TR035-Ba:LP-DIR-T	TR035-Ba	7.9	236.5	-1.5	0	0	0.0	0.0	2	373.0	1.24e-08	This study	hargrave 2017-10-15 19:33:15	LT-T-Z:LP-DIR-T	g	121	u	8	273			pmagpy-3.16.0	1.45e-09	9.09e-10	3.25e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T3	TR035-Ba:LP-DIR-T	TR035-Ba	2.0	234.9	-0.8	0	0	0.0	0.0	3	473.0	1.21e-08	This study	hargrave 2017-10-16 13:34:03	LT-T-Z:LP-DIR-T	g	122	u	8	273			pmagpy-3.16.0	3.13e-10	2.42e-10	2.69e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T4	TR035-Ba:LP-DIR-T	TR035-Ba	3.1	235.8	-0.7	0	0	0.0	0.0	4	573.0	1.17e-08	This study	hargrave 2017-10-17 10:26:06	LT-T-Z:LP-DIR-T	g	123	u	8	273			pmagpy-3.16.0	5.34e-10	3.21e-10	2.35e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T5	TR035-Ba:LP-DIR-T	TR035-Ba	3.0	235.1	0.6	0	0	0.0	0.0	5	623.0	1.13e-08	This study	hargrave 2017-10-18 08:34:48	LT-T-Z:LP-DIR-T	g	124	u	8	273			pmagpy-3.16.0	5.05e-10	3.63e-10	1.5900000000000002e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T6	TR035-Ba:LP-DIR-T	TR035-Ba	2.4	234.9	1.1	0	0	0.0	0.0	6	673.0	1.06e-08	This study	hargrave 2017-10-20 16:13:50	LT-T-Z:LP-DIR-T	g	125	u	8	273			pmagpy-3.16.0	3.61e-10	2.52e-10	2.33e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T7	TR035-Ba:LP-DIR-T	TR035-Ba	2.8	234.7	1.7	0	0	0.0	0.0	7	723.0	9.83e-09	This study	hargrave 2017-10-23 10:47:13	LT-T-Z:LP-DIR-T	g	126	u	8	273			pmagpy-3.16.0	3.71e-10	2.36e-10	2.6000000000000003e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T8	TR035-Ba:LP-DIR-T	TR035-Ba	2.9	237.1	2.5	0	0	0.0	0.0	8	748.0	9.26e-09	This study	hargrave 2017-10-24 08:13:32	LT-T-Z:LP-DIR-T	g	127	u	8	273			pmagpy-3.16.0	3.76e-10	2.32e-10	2.4e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T9	TR035-Ba:LP-DIR-T	TR035-Ba	3.3	237.1	2.7	0	0	0.0	0.0	9	773.0	8.78e-09	This study	hargrave 2017-10-24 19:05:01	LT-T-Z:LP-DIR-T	g	128	u	8	273			pmagpy-3.16.0	4.14e-10	2.6000000000000003e-10	2.33e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T10	TR035-Ba:LP-DIR-T	TR035-Ba	1.7	238.1	3.3	0	0	0.0	0.0	10	798.0	8.399999999999999e-09	This study	hargrave 2017-10-26 18:19:44	LT-T-Z:LP-DIR-T	g	129	u	8	273			pmagpy-3.16.0	1.92e-10	1.68e-10	1.5900000000000002e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T11	TR035-Ba:LP-DIR-T	TR035-Ba	5.6	241.0	4.4	0	0	0.0	0.0	11	823.0	7.780000000000001e-09	This study	hargrave 2017-10-27 16:18:22	LT-T-Z:LP-DIR-T	g	130	u	8	273			pmagpy-3.16.0	6.75e-10	3.56e-10	1.53e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T12	TR035-Ba:LP-DIR-T	TR035-Ba	3.7	237.6	5.9	0	0	0.0	0.0	12	828.0	7.55e-09	This study	hargrave 2017-10-28 17:51:19	LT-T-Z:LP-DIR-T	g	131	u	8	273			pmagpy-3.16.0	4.959999999999999e-10	6.740000000000001e-11	2.07e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T13	TR035-Ba:LP-DIR-T	TR035-Ba	3.8	239.7	4.9	0	0	0.0	0.0	13	833.0	7.319999999999999e-09	This study	hargrave 2017-11-03 14:25:25	LT-T-Z:LP-DIR-T	g	132	u	8	273			pmagpy-3.16.0	4.32e-10	2.39e-10	1.5800000000000002e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T14	TR035-Ba:LP-DIR-T	TR035-Ba	4.9	238.7	4.6	0	0	0.0	0.0	14	838.0	6.98e-09	This study	hargrave 2017-11-05 13:18:17	LT-T-Z:LP-DIR-T	g	133	u	8	273			pmagpy-3.16.0	5.400000000000001e-10	2.86e-10	1.51e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T15	TR035-Ba:LP-DIR-T	TR035-Ba	1.9	238.7	3.9	0	0	0.0	0.0	15	843.0	6.859999999999998e-09	This study	hargrave 2017-11-09 10:51:29	LT-T-Z:LP-DIR-T	g	134	u	8	273			pmagpy-3.16.0	1.86e-10	1.48e-10	1.33e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T16	TR035-Ba:LP-DIR-T	TR035-Ba	2.8	236.4	6.0	0	0	0.0	0.0	16	848.0	6.3e-09	This study	hargrave 2017-11-09 19:45:01	LT-T-Z:LP-DIR-T	g	135	u	8	273			pmagpy-3.16.0	2.77e-10	1.5e-10	1.5e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T17	TR035-Ba:LP-DIR-T	TR035-Ba	3.5	238.4	3.4	0	0	0.0	0.0	17	853.0	6.26e-09	This study	hargrave 2017-11-14 15:28:11	LT-T-Z:LP-DIR-T	g	136	u	8	273			pmagpy-3.16.0	3.49e-10	1.88e-10	1.46e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T18	TR035-Ba:LP-DIR-T	TR035-Ba	7.3	233.0	16.3	0	0	0.0	0.0	18	873.0	6.06e-09	This study	hargrave 2017-11-17 14:40:54	LT-T-Z:LP-DIR-T	g	137	u	8	273			pmagpy-3.16.0	7.55e-10	3.2000000000000003e-10	1.28e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T19	TR035-Ba:LP-DIR-T	TR035-Ba	8.7	232.9	12.5	0	0	0.0	0.0	19	893.0	9.99e-09	This study	hargrave 2017-11-19 13:58:36	LT-T-Z:LP-DIR-T	g	138	u	8	273			pmagpy-3.16.0	1.32e-09	7.639999999999999e-10	4.27e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T20	TR035-Ba:LP-DIR-T	TR035-Ba	5.0	234.8	13.0	0	0	0.0	0.0	20	893.0	9.740000000000002e-09	This study	hargrave 2017-11-19 16:01:59	LT-T-Z:LP-DIR-T	g	139	u	8	273			pmagpy-3.16.0	6.49e-10	4.6e-10	4.11e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T21	TR035-Ba:LP-DIR-T	TR035-Ba	4.6	160.6	29.4	0	0	0.0	0.0	21	903.0	4.94e-09	This study	hargrave 2017-11-21 13:11:31	LT-T-Z:LP-DIR-T	g	140	u	8	273			pmagpy-3.16.0	3.31e-10	1.41e-10	5.46e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T22	TR035-Ba:LP-DIR-T	TR035-Ba	6.7	304.4	6.6	0	0	0.0	0.0	22	913.0	6.44e-09	This study	hargrave 2017-11-27 12:28:39	LT-T-Z:LP-DIR-T	g	141	u	8	273			pmagpy-3.16.0	4.5e-10	3.63e-10	5.11e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T23	TR035-Ba:LP-DIR-T	TR035-Ba	4.2	210.9	12.8	0	0	0.0	0.0	23	918.0	1.07e-08	This study	hargrave 2017-11-28 11:23:54	LT-T-Z:LP-DIR-T	g	142	u	8	273			pmagpy-3.16.0	6.25e-10	2.94e-10	7.17e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T24	TR035-Ba:LP-DIR-T	TR035-Ba	5.6	224.5	11.9	0	0	0.0	0.0	24	923.0	9.53e-09	This study	hargrave 2017-12-08 17:08:50	LT-T-Z:LP-DIR-T	g	143	u	8	273			pmagpy-3.16.0	4.37e-10	2.82e-10	9.92e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T25	TR035-Ba:LP-DIR-T	TR035-Ba	6.8	155.2	23.9	0	0	0.0	0.0	25	928.0	5.86e-09	This study	hargrave 2017-12-11 17:50:47	LT-T-Z:LP-DIR-T	g	144	u	8	273			pmagpy-3.16.0	3.62e-10	2.26e-10	7.630000000000001e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T26	TR035-Ba:LP-DIR-T	TR035-Ba	5.7	226.7	17.6	0	0	0.0	0.0	26	933.0	7.1700000000000015e-09	This study	hargrave 2017-12-12 18:28:49	LT-T-Z:LP-DIR-T	g	145	u	8	273			pmagpy-3.16.0	6.05e-10	2.34e-10	7.779999999999999e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T27	TR035-Ba:LP-DIR-T	TR035-Ba	6.2	135.5	15.4	0	0	0.0	0.0	27	938.0	5e-09	This study	hargrave 2018-01-08 17:03:24	LT-T-Z:LP-DIR-T	g	146	u	8	273			pmagpy-3.16.0	2.78e-10	2.06e-10	5.58e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T28	TR035-Ba:LP-DIR-T	TR035-Ba	6.4	209.9	-3.9	0	0	0.0	0.0	28	943.0	5.689999999999999e-09	This study	hargrave 2018-01-11 09:08:04	LT-T-Z:LP-DIR-T	g	147	u	8	273			pmagpy-3.16.0	5.200000000000001e-10	2.22e-10	5.62e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T29	TR035-Ba:LP-DIR-T	TR035-Ba	9.3	119.1	8.6	0	0	0.0	0.0	29	945.0	4.379999999999999e-09	This study	hargrave 2018-01-12 09:05:28	LT-T-Z:LP-DIR-T	g	148	u	8	273			pmagpy-3.16.0	4.03e-10	1.69e-10	6.25e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T30	TR035-Ba:LP-DIR-T	TR035-Ba	10.0	117.5	10.7	0	0	0.0	0.0	30	945.0	4.17e-09	This study	hargrave 2018-01-12 11:25:09	LT-T-Z:LP-DIR-T	g	149	u	8	273			pmagpy-3.16.0	1.86e-10	1.73e-10	7.21e-10	TR035-B	TR035	Luoman2
TR035-Ba:LP-DIR-T31	TR035-Ba:LP-DIR-T	TR035-Ba	9.8	116.1	10.0	0	0	0.0	0.0	31	945.0	4.15e-09	This study	hargrave 2018-01-12 12:21:35	LT-T-Z:LP-DIR-T	g	150	u	8	273			pmagpy-3.16.0	1.96e-10	1.72e-10	6.96e-10	TR035-B	TR035	Luoman2
